,_id,movie_directors,movie_genres,movie_rating,movie_stars,movie_writers,name,plot,poster,release_year,reviews_num,titleId,tsne_glyph_x,tsne_glyph_y,signature_zscore_percent_anger,signature_zscore_percent_anticipation,signature_zscore_percent_disgust,signature_zscore_percent_fear,signature_zscore_percent_joy,signature_zscore_percent_sadness,signature_zscore_percent_surprise,signature_zscore_percent_trust,cluster_1,emotion_color,cluster_level2,tsne_glyph_x_level2,tsne_glyph_y_level2,emotion_color_lvl2
10,617418532788418ec824c053,H. Bruce Humberstone,Mystery,4.0,Warner Oland & Boris Karloff & Keye Luke & Charlotte Henry & Thomas Beck,Scott Darling & Charles Belden & Bess Meredyth,Charlie Chan at the Opera,nn,nn,1936,38,tt0027440,17.9743,59.6978,0.989595,0.992578,0.216897,0.997823,0.884175,0.978066,0.999988,0.983525,2,6,6,-43.543,-2.27846,8
11,617418672788418ec824c05b,Tod Browning,Drama & Horror & Sci-Fi,4.0,Lionel Barrymore & Maureen O'Sullivan & Frank Lawton & Rafaela Ottiano & Robert Greig,Garrett Fort & Guy Endore & Erich von Stroheim,The Devil-Doll,nn,nn,1936,71,tt0027521,-33.102,53.5613,0.926661,0.665317,0.769565,0.911114,0.627494,0.808634,0.76357,0.606573,2,6,6,-36.1822,-5.64692,8
12,6174186c2788418ec824c05d,Jack White,Short & Comedy & Crime,5.0,Curly Howard & Larry Fine & Moe Howard & Nick Baskovitch & Alice Belcher,Felix Adler,Disorder in the Court,nn,nn,1936,35,tt0027529,-17.2206,52.2189,0.993228,0.885951,0.223931,0.926605,0.48506,0.73735,0.980731,0.766022,2,6,6,-41.8652,-3.37919,8
13,617418ef2788418ec824c08f,George King,Drama & Horror,4.0,Tod Slaughter & Stella Rho & John Singer & Eve Lister & Bruce Seton,Frederick Hayward & H.F. Maltby & George Dibdin-Pitt,The Demon Barber of Fleet Street,nn,nn,1936,34,tt0028331,-93.3184,21.9724,0.980801,0.300007,0.983016,0.865884,0.367026,0.965005,0.976966,0.131596,2,6,2,42.7484,1.83278,7
14,617419102788418ec824c09d,Michael Curtiz,Crime & Drama & Horror & Sci-Fi,4.0,Boris Karloff & Ricardo Cortez & Edmund Gwenn & Marguerite Churchill & Warren Hull,Ewart Adamson & Peter Milne & Robert Hardy Andrews,The Walking Dead,nn,nn,1936,52,tt0028478,-70.7202,34.5593,0.977602,0.216195,0.924225,0.945391,0.198393,0.973052,0.982451,0.591482,2,6,1,7.97019,-40.1591,4
15,61741b032788418ec824c153,Walter Summers,Crime & Horror & Mystery & Drama,3.0,Bela Lugosi & Hugh Williams & Greta Gynt & Edmon Ryan & Wilfred Walter,Edgar Wallace & Patrick Kirwan & Walter Summers,The Human Monster,nn,nn,1939,41,tt0031208,-76.8832,14.9064,0.791493,0.216839,0.888091,0.861769,0.287859,0.926855,0.639946,0.682412,2,6,1,-0.141959,-44.0468,4
16,61741b1d2788418ec824c15d,William Keighley,Crime & Drama & Film-Noir & Thriller,4.0,James Cagney & George Raft & Jane Bryan & George Bancroft & Maxie Rosenbloom,Norman Reilly Raine & Warren Duff & Jerome Odlum,Each Dawn I Die,nn,nn,1939,50,tt0031260,-41.1301,35.2896,0.981444,0.509257,0.591798,0.965517,0.311658,0.955467,0.558166,0.982872,2,6,5,-10.3485,-46.3858,1
17,61741ba72788418ec824c18d,Nick Grinde,Crime & Horror & Sci-Fi,4.0,Boris Karloff & Lorna Gray & Robert Wilcox & Roger Pryor & Don Beddoe,Karl Brown & George Wallace Sayre & Leslie T. White,The Man They Could Not Hang,nn,nn,1939,39,tt0031614,-61.5712,43.1289,0.937761,0.860655,0.650913,0.964218,0.146016,0.873542,0.934401,0.832936,2,6,6,-22.6854,-37.5473,8
18,61741bd42788418ec824c19f,Harold S. Bucquet,Drama & Fantasy,4.0,Lionel Barrymore & Cedric Hardwicke & Beulah Bondi & Una Merkel & Bobs Watson,Alice D.G. Miller & Frank O'Neill & Claudine West,On Borrowed Time,nn,nn,1939,58,tt0031754,-32.0198,56.1566,0.916829,0.994963,0.962892,0.700663,0.871081,0.935814,0.999759,0.911319,2,6,6,-52.9633,6.11652,8
19,61741c3f2788418ec824c1c5,William Nigh,Horror,3.0,Boris Karloff & Maris Wrixon & Gene O'Donnell & Dorothy Vaughan & Gertrude Hoffman,Adam Shirk & Curt Siodmak & Curt Siodmak,The Ape,nn,nn,1940,55,tt0032215,-77.0306,16.6504,0.872122,0.316912,0.77277,0.885692,0.156014,0.937288,0.682169,0.593527,2,6,1,-1.91679,-46.315,4
20,61741c492788418ec824c1c9,Nick Grinde,Crime & Horror & Sci-Fi,4.0,Boris Karloff & Evelyn Keyes & Bruce Bennett & Edward Van Sloan & Ben Taggart,Robert Hardy Andrews & Karl Brown,Before I Hang,nn,nn,1940,32,tt0032245,-45.8143,40.1981,0.989767,0.463507,0.9131,0.98116,0.129522,0.996331,0.704412,0.680639,2,6,1,-6.39679,-49.5763,4
21,61741c532788418ec824c1cd,Arthur Lubin,Crime & Drama & Horror & Mystery & Sci-Fi & Thriller,4.0,Boris Karloff & Bela Lugosi & Stanley Ridges & Anne Nagel & Anne Gwynne,Curt Siodmak & Eric Taylor & Edmund L. Hartmann,Black Friday,nn,nn,1940,52,tt0032258,-39.5999,31.9907,0.913154,0.216708,0.686451,0.876001,0.362438,0.913949,0.810121,0.87962,2,6,1,-5.76769,-43.4312,4
22,61741c8c2788418ec824c1e3,Jean Yarbrough,Horror & Sci-Fi,3.0,Bela Lugosi & Suzanne Kaaren & Dave O'Brien & Guy Usher & Yolande Donlan,John T. Neville & George Bricker,The Devil Bat,nn,nn,1940,83,tt0032390,-42.2363,40.535,0.982438,0.850052,0.969277,0.947482,0.316167,0.904162,0.388271,0.542899,2,6,5,-26.2735,-12.7216,1
23,61741d752788418ec824c241,Ludwig Berger & Michael Powell & Tim Whelan & Alexander Korda & Zoltan Korda & William Cameron Menzies,Adventure & Family & Fantasy & Romance,4.0,Conrad Veidt & Sabu & June Duprez & John Justin & Rex Ingram,Miles Malleson & Lajos Biró & Miklós Rózsa,The Thief of Bagdad,nn,nn,1940,116,tt0033152,1.83206,52.5397,0.559696,0.683716,0.70111,0.692936,0.934164,0.551883,0.97683,0.165387,2,6,7,-35.9379,21.5366,5
24,61741e3c2788418ec824c293,George Waggner,Drama & Horror & Sci-Fi & Thriller,4.0,Lionel Atwill & Lon Chaney Jr. & Anne Nagel & Frank Albertson & Samuel S. Hinds,Harry Essex & Sid Schwartz & Len Golos,Man Made Monster,nn,nn,1941,41,tt0033879,-34.1946,59.4451,0.861393,0.453635,0.918682,0.972927,0.713987,0.965351,0.999217,0.879959,2,6,6,-12.5681,-34.3145,8
25,61741efd2788418ec824c2e3,Wallace Fox,Horror & Sci-Fi,3.0,Bela Lugosi & Luana Walters & Tristram Coffin & Elizabeth Russell & Minerva Urecal,Sam Robins & Gerald Schnitzer & Harvey Gates,The Corpse Vanishes,nn,nn,1942,83,tt0034613,-38.8906,57.492,0.887756,0.690095,0.97916,0.936716,0.37548,0.989664,0.899278,0.604582,2,6,6,-17.0113,-29.9616,8
26,61741f952788418ec824c31d,Ford Beebe,Adventure & Drama & Horror & Mystery & Thriller,4.0,Bela Lugosi & Lionel Atwill & Leif Erickson & Irene Hervey & Ralph Morgan,Clarence Upson Young,Night Monster,nn,nn,1942,40,tt0035124,-72.2008,19.4867,0.469722,0.374324,0.711058,0.889156,0.11575,0.818451,0.983837,0.608374,2,6,1,0.900596,-34.506,4
27,617420072788418ec824c34b,John Brahm,Drama & Horror & Mystery & Thriller,4.0,James Ellison & Heather Angel & John Howard & Bramwell Fletcher & Heather Thatcher,Lillie Hayward & Michael Jacoby & Jessie Douglas Kerruish,The Undying Monster,nn,nn,1942,47,tt0035489,-78.3551,16.8198,0.741967,0.300817,0.854785,0.913761,0.214027,0.948004,0.837937,0.508231,2,6,1,14.4057,-33.1148,4
28,617420682788418ec824c373,Sam Newfield,Drama & Horror & Mystery & Romance & Thriller,3.0,George Zucco & Mary Carlisle & Nedrick Young & Dwight Frye & Fern Emmett,Fred Myton,Dead Men Walk,nn,nn,1943,55,tt0035784,-38.7445,58.4219,0.995524,0.589019,0.995129,0.99424,0.337201,0.963812,0.966833,0.897352,2,6,6,-15.2237,-35.8721,8
29,617421002788418ec824c3b1,Arthur Lubin,Drama & Horror & Music & Romance & Thriller,4.0,Nelson Eddy & Susanna Foster & Claude Rains & Edgar Barrier & Leo Carrillo,Eric Taylor & Samuel Hoffenstein & Hans Jacoby,Phantom of the Opera,nn,nn,1943,98,tt0036261,17.7988,59.7322,0.943382,0.938192,0.391113,0.967888,0.933825,0.989001,0.998876,0.765343,2,6,6,-43.5556,-1.85307,8
30,6174222e2788418ec824c42b,Sam Newfield,Horror & Sci-Fi,3.0,J. Carrol Naish & Ralph Morgan & Tala Birell & Wanda McKay & Terry Frost,Larry Williams & Pierre Gendron & Martin Mooney,The Monster Maker,nn,nn,1944,42,tt0037084,-42.0228,34.3029,0.919844,0.346668,0.965877,0.976823,0.447653,0.970501,0.487531,0.927667,2,6,5,-13.3632,-47.5965,1
31,6174225d2788418ec824c43f,Roy William Neill,Crime & Drama & Mystery & Thriller,4.0,Basil Rathbone & Nigel Bruce & Dennis Hoey & Evelyn Ankers & Miles Mander,Bertram Millhauser & Arthur Conan Doyle,The Pearl of Death,nn,nn,1944,62,tt0037168,-81.4387,18.7532,0.962562,0.3383,0.889059,0.900925,0.161329,0.890309,0.92331,0.452872,2,6,1,10.9061,-35.567,4
32,617422802788418ec824c44d,Roy William Neill,Mystery & Thriller,4.0,Basil Rathbone & Nigel Bruce & Gale Sondergaard & Dennis Hoey & Vernon Downing,Bertram Millhauser & Arthur Conan Doyle,The Spider Woman,nn,nn,1943,50,tt0037303,-65.5408,14.6131,0.71134,0.461907,0.969204,0.975614,0.261977,0.33768,0.784527,0.455479,2,6,1,10.0597,-27.9959,4
33,617422e22788418ec824c475,Robert Wise,Horror & Thriller,4.0,Boris Karloff & Bela Lugosi & Henry Daniell & Edith Atwater & Russell Wade,Robert Louis Stevenson & Philip MacDonald & Val Lewton,The Body Snatcher,nn,nn,1945,106,tt0037549,-75.1713,15.858,0.793326,0.130667,0.984174,0.890357,0.174493,0.986527,0.742025,0.772842,2,6,1,3.06892,-43.5742,4
34,6174232b2788418ec824c493,Terry O. Morse,Drama & Horror & Mystery & Romance & Thriller,3.0,George Zucco & Lionel Atwill & Jerome Cowan & Veda Ann Borg & Sharon Douglas,Pierre Gendron & Bernadine Angus,Fog Island,nn,nn,1945,33,tt0037711,-99.1478,30.7262,0.815748,0.492092,0.703375,0.706368,0.109927,0.815362,0.781687,0.169973,2,6,2,9.96667,3.11824,7
35,6174241b2788418ec824c4f5,Archie Mayo,Adventure & Comedy & Fantasy & Romance,4.0,Paul Muni & Anne Baxter & Claude Rains & Onslow Stevens & George Cleveland,Harry Segall & Harry Segall & Roland Kibbee,Angel on My Shoulder,nn,nn,1946,57,tt0038300,-32.601,54.4851,0.893422,0.790909,0.809242,0.780034,0.642851,0.900509,0.900225,0.745372,2,6,6,-44.8133,4.78657,8
36,617424792788418ec824c51b,Jack Bernhard,Crime & Drama & Film-Noir & Thriller,4.0,Jean Gillie & Edward Norris & Robert Armstrong & Herbert Rudley & Sheldon Leonard,Nedrick Young & Stanley Rubin,Decoy,nn,nn,1946,47,tt0038462,-94.4988,25.0905,0.938153,0.291995,0.776097,0.817825,0.242158,0.900877,0.960269,0.28763,2,6,1,23.4473,-20.7076,4
37,6174249f2788418ec824c52b,Jean Yarbrough,Adventure & Crime & Horror & Romance & Thriller,4.0,Robert Lowery & Virginia Grey & Bill Goodwin & Martin Kosleck & Alan Napier,George Bricker & Dwight V. Babcock,House of Horrors,nn,nn,1946,33,tt0038621,-81.8945,49.4996,0.91788,0.632075,0.911679,0.946428,0.441795,0.996587,0.913116,0.15819,2,6,3,-8.338,32.3973,3
38,617425012788418ec824c553,Jean Yarbrough,Crime & Horror & Mystery & Thriller,3.0,Don Porter & June Lockhart & Sara Haden & Jan Wiley & Lloyd Corrigan,George Bricker & Dwight V. Babcock,She-Wolf of London,nn,nn,1946,54,tt0038934,-70.9474,33.7196,0.88363,0.328932,0.895478,0.830993,0.182293,0.925353,0.986832,0.648417,2,6,1,9.48163,-34.7981,4
39,617425062788418ec824c555,Alfred L. Werker,Film-Noir & Thriller,4.0,Vincent Price & Lynn Bari & Frank Latimore & Anabel Shaw & Stephen Dunne,Eugene Ling & Albert DeMond & Martin Berkeley,Shock,nn,nn,1946,69,tt0038937,-88.2238,28.419,0.989134,0.276378,0.687728,0.98654,0.0565763,0.969831,0.981843,0.485232,2,6,1,13.3142,-36.6055,4
40,617425a12788418ec824c595,Edward Dmytryk,Crime & Drama & Film-Noir & Mystery,4.0,Robert Young & Robert Mitchum & Robert Ryan & Gloria Grahame & Paul Kelly,John Paxton & Richard Brooks,Crossfire,nn,nn,1947,79,tt0039286,-50.0603,26.6965,0.855112,0.237111,0.679074,0.693423,0.252878,0.82328,0.872012,0.479932,2,6,1,19.912,-29.7083,4
41,6174261b2788418ec824c5c7,Henry Hathaway,Crime & Drama & Film-Noir & Thriller,4.0,Victor Mature & Brian Donlevy & Coleen Gray & Richard Widmark & Taylor Holmes,Ben Hecht & Charles Lederer & Eleazar Lipsky,Kiss of Death,nn,nn,1947,83,tt0039536,-46.7334,36.7877,0.928765,0.477607,0.748153,0.845359,0.524031,0.866206,0.872247,0.414422,2,6,1,-1.61158,-14.3864,4
42,617426902788418ec824c5f7,Christy Cabanne,Thriller,3.0,Bela Lugosi & George Zucco & Nat Pendleton & Molly Lamont & Joyce Compton,Walter Abbott & Walter Abbott,Scared to Death,nn,nn,1947,78,tt0039800,-89.2179,30.9895,0.791314,0.406047,0.969962,0.794829,0.119145,0.885002,0.886137,0.423003,2,6,1,12.3048,-31.0597,4
43,617426c52788418ec824c60d,Peter Godfrey,Crime & Drama & Film-Noir & Thriller,4.0,Humphrey Bogart & Barbara Stanwyck & Alexis Smith & Nigel Bruce & Isobel Elsom,Thomas Job & Martin Vale,The Two Mrs. Carrolls,nn,nn,1947,63,tt0039926,-59.4959,38.3628,0.660919,0.557091,0.617154,0.608632,0.60982,0.795112,0.946969,0.185456,2,6,7,-27.4313,21.2982,5
44,61742a0d2788418ec824c763,John Cromwell,Crime & Drama & Film-Noir,4.0,Eleanor Parker & Agnes Moorehead & Ellen Corby & Hope Emerson & Betty Garde,Virginia Kellogg & Bernard C. Schoenfeld & Virginia Kellogg,Caged,nn,nn,1950,80,tt0042296,-42.5993,34.205,0.999374,0.401728,0.840117,0.99255,0.442727,0.997679,0.516825,0.88035,2,6,5,-12.3201,-47.2606,1
45,61742ab32788418ec824c7a7,Luis Buñuel,Crime & Drama,5.0,Estela Inda & Miguel Inclán & Alfonso Mejía & Roberto Cobo & Alma Delia Fuentes,Luis Alcoriza & Max Aub & Luis Buñuel,Los Olvidados,nn,nn,1950,150,tt0042804,-44.8698,31.0697,0.856736,0.518499,0.751692,0.792137,0.592106,0.963319,0.479181,0.542321,2,6,5,-16.9285,-13.1807,1
46,61742b852788418ec824c7fd,Tay Garnett,Crime & Drama & Film-Noir & Thriller,4.0,Loretta Young & Barry Sullivan & Bruce Cowling & Margalo Gillmore & Brad Morrow,Mel Dinelli & Tom Lewis & Lawrence B. Marcus,Cause for Alarm!,nn,nn,1951,63,tt0043390,-62.4414,33.8814,0.729321,0.895024,0.490628,0.83473,0.294812,0.680803,0.886548,0.272128,2,6,3,-13.5059,18.9175,3
47,61742c5e2788418ec824c855,James V. Kern,Drama & Film-Noir & Mystery & Romance,4.0,Robert Young & Betsy Drake & John Sutton & Florence Bates & Morris Carnovsky,Mort Briskin & Robert Smith,The Second Woman,nn,nn,1950,42,tt0044013,-24.753,40.7476,0.545839,0.839473,0.540738,0.758318,0.469573,0.86056,0.998839,0.373204,2,6,7,-14.7739,16.6822,5
48,61742cec2788418ec824c88f,Nathan Juran,Horror & Mystery & Thriller,4.0,Richard Greene & Boris Karloff & Stephen McNally & Rita Corday & Lon Chaney Jr.,Jerry Sackheim & Jerry Sackheim,The Black Castle,nn,nn,1952,36,tt0044423,-38.989,58.8123,0.862618,0.483475,0.910403,0.899256,0.36919,0.992138,0.941184,0.943321,2,6,1,-13.963,-37.052,4
49,61742e2e2788418ec824c913,Andrew L. Stone,Crime & Drama & Film-Noir & Mystery & Thriller,4.0,Joseph Cotten & Jean Peters & Gary Merrill & Catherine McLeod & Jack Kruschen,Andrew L. Stone,A Blueprint for Murder,nn,nn,1953,35,tt0045566,-63.8261,44.3943,0.767848,0.636998,0.778818,0.880996,0.208711,0.903003,0.989313,0.582388,2,6,1,-2.10191,-32.862,4
50,617430002788418ec824c9d1,Henri-Georges Clouzot,Crime & Drama & Horror & Mystery & Thriller,5.0,Simone Signoret & Véra Clouzot & Paul Meurisse & Charles Vanel & Jean Brochard,Pierre Boileau & Thomas Narcejac & Henri-Georges Clouzot,Diabolique,nn,nn,1955,190,tt0046911,-66.9316,25.1807,0.674144,0.515586,0.725844,0.837885,0.165146,0.752664,0.863526,0.317734,2,6,2,5.30231,4.11914,7
51,617430702788418ec824c9ff,John Brahm,Horror & Mystery & Thriller,4.0,Vincent Price & Mary Murphy & Eva Gabor & John Emery & Donald Randolph,Crane Wilbur & Crane Wilbur,The Mad Magician,nn,nn,1954,37,tt0047200,-80.5406,38.2557,0.911584,0.504207,0.928688,0.86915,0.315923,0.792546,0.999415,0.303221,2,6,2,20.5291,4.03196,7
52,617432552788418ec824cac5,Charles Laughton,Crime & Drama & Film-Noir & Thriller,5.0,Robert Mitchum & Shelley Winters & Lillian Gish & James Gleason & Evelyn Varden,Davis Grubb & James Agee & Charles Laughton,The Night of the Hunter,nn,nn,1955,453,tt0048424,-55.1523,32.8785,0.82005,0.613127,0.643863,0.720406,0.455109,0.932823,0.595823,0.371743,2,6,5,-8.16947,-4.51146,1
53,6174331f2788418ec824cb17,Mervyn LeRoy,Drama & Horror & Thriller,4.0,Gage Clarke & Jesse White & Joan Croydon & William Hopper & Paul Fix,John Lee Mahin & Maxwell Anderson & William March,The Bad Seed,nn,nn,1956,218,tt0048977,-36.2518,41.7474,0.8713,0.76823,0.870781,0.696149,0.707574,0.961082,0.516654,0.624082,2,6,5,-29.738,-8.46298,1
54,617433372788418ec824cb21,Fritz Lang,Crime & Drama & Film-Noir,4.0,Dana Andrews & Joan Fontaine & Sidney Blackmer & Arthur Franz & Philip Bourneuf,Douglas Morrow,Beyond a Reasonable Doubt,nn,nn,1956,65,tt0049006,-48.4032,41.2435,0.921518,0.459542,0.678975,0.913648,0.0849446,0.912272,0.887157,0.877608,2,6,1,-9.10976,-42.9318,4
55,617433d52788418ec824cb61,Gerd Oswald,Crime & Film-Noir & Mystery & Romance & Thriller,4.0,Robert Wagner & Jeffrey Hunter & Virginia Leith & Joanne Woodward & Mary Astor,Lawrence Roman & Ira Levin,A Kiss Before Dying,nn,nn,1956,77,tt0049414,-35.4339,49.0769,0.614745,0.905783,0.596199,0.740898,0.656982,0.854093,0.975889,0.500996,2,6,7,-37.1022,13.3706,5
56,617435742788418ec824cc0b,Dan Milner,Horror & Sci-Fi,2.0,Tod Andrews & Tina Carver & Linda Watkins & John McNamara & Gregg Palmer,Richard Bernstein & Richard Bernstein & Jack Milner,From Hell It Came,nn,nn,1957,65,tt0050414,-76.3101,48.7799,0.998694,0.738629,0.997974,0.985331,0.447577,0.861654,0.963143,0.374786,2,6,3,-9.24621,37.3006,3
57,617436732788418ec824cc73,Terence Fisher,Horror & Sci-Fi,4.0,Peter Cushing & Francis Matthews & Eunice Gayson & Michael Gwynn & John Welsh,Jimmy Sangster & Hurford Janes & George Baxt,The Revenge of Frankenstein,nn,nn,1958,64,tt0050894,-35.2921,51.7247,0.826905,0.80458,0.903655,0.93659,0.415711,0.858901,0.856375,0.747907,2,6,6,-20.8168,-32.9564,8
58,6174368b2788418ec824cc7d,Ingmar Bergman,Drama & Fantasy,5.0,Gunnar Björnstrand & Bengt Ekerot & Nils Poppe & Max von Sydow & Bibi Andersson,Ingmar Bergman & Ingmar Bergman,The Seventh Seal,nn,nn,1957,347,tt0050976,-40.3371,49.4264,0.777358,0.918368,0.847875,0.84219,0.381285,0.928089,0.839458,0.415441,2,6,6,-22.4146,7.86725,8
59,617436d02788418ec824cc99,Boris Petroff,Sci-Fi & Horror,2.0,John Carradine & Myron Healey & Allison Hayes & Marilyn Buferd & Arthur Batanides,Jane Mann & John D.F. Black & Jane Mann,The Unearthly,nn,nn,1957,37,tt0051134,-65.7577,41.81,0.74576,0.49796,0.950043,0.877408,0.31261,0.905576,0.736517,0.697751,2,6,5,-12.4565,-38.9164,1
60,617437d12788418ec824cd01,William Castle,Crime & Horror & Mystery,4.0,Vincent Price & Carol Ohmart & Richard Long & Alan Marshal & Carolyn Craig,Robb White,House on Haunted Hill,nn,nn,1959,245,tt0051744,-90.2553,9.5899,0.484387,0.291911,0.556321,0.879895,0.276172,0.910022,0.825761,0.0665864,2,6,2,46.1057,-17.8667,7
61,6174381e2788418ec824cd21,John Sturges,Drama & Romance & Western,4.0,Robert Taylor & Richard Widmark & Patricia Owens & Robert Middleton & Henry Silva,William Bowers & Marvin H. Albert,The Law and Jake Wade,nn,nn,1958,38,tt0051848,-65.3181,-5.38712,0.922445,0.366583,0.634974,0.922743,0.227953,0.868559,0.563779,0.668858,2,6,1,-6.9957,-47.3158,4
62,617438df2788418ec824cd6f,Will Cowan,Horror,2.0,William Reynolds & Andra Martin & Jeffrey Stone & Carolyn Kearney & Peggy Converse,David Duncan & David Duncan,The Thing That Couldn't Die,nn,nn,1958,43,tt0052289,-89.1149,24.2477,0.826933,0.341766,0.969049,0.948941,0.431911,0.992452,0.81557,0.162347,2,6,2,27.1904,-2.97522,7
63,6174399c2788418ec824cdbd,Edward L. Cahn,Horror & Mystery,3.0,Eduard Franz & Valerie French & Grant Richards & Henry Daniell & Lumsden Hare,Orville H. Hampton,The Four Skulls of Jonathan Drake,nn,nn,1959,42,tt0052820,-78.8681,16.3849,0.766824,0.200493,0.878765,0.919091,0.207386,0.965759,0.818261,0.488248,2,6,1,14.5499,-33.3611,4
64,617439c82788418ec824cdcf,Robert Clarke & Tom Boutross,Horror & Sci-Fi,3.0,Robert Clarke & Patricia Manning & Nan Peterson & Patrick Whyte & Fred La Porta,E.S. Seeley Jr. & Doane R. Hoag & Robert Clarke,The Hideous Sun Demon,nn,nn,1958,52,tt0052888,-68.9478,46.4866,0.643544,0.647259,0.953488,0.989203,0.496635,0.952534,0.954948,0.590166,2,6,6,-24.6965,-28.308,8
65,61743a162788418ec824cdef,Terence Fisher,Drama & Horror & Sci-Fi,4.0,Anton Diffring & Hazel Court & Christopher Lee & Arnold Marlé & Delphi Lawrence,Jimmy Sangster & Barré Lyndon,The Man Who Could Cheat Death,nn,nn,1959,33,tt0053041,-78.1033,19.7154,0.887691,0.354889,0.893671,0.800259,0.161879,0.777508,0.812774,0.339467,2,6,1,14.243,-28.6001,4
