_id,movie_directors,movie_genres,movie_rating,movie_stars,movie_writers,name,plot,poster,release_year,reviews_num,titleId,tsne_glyph_x,tsne_glyph_y,signature_zscore_percent_anger,signature_zscore_percent_anticipation,signature_zscore_percent_disgust,signature_zscore_percent_fear,signature_zscore_percent_joy,signature_zscore_percent_sadness,signature_zscore_percent_surprise,signature_zscore_percent_trust,cluster_1,emotion_color,cluster_level2,tsne_glyph_x_level2,tsne_glyph_y_level2,emotion_color_lvl2
6174149b2788418ec824becb,William A. Wellman,Drama & Romance,4.0,Grant Withers & Mary Astor & Regis Toomey & James Cagney & Fred Kohler,Maude Fulton & Maude Fulton & Billy K. Wells,Other Men's Women,nn,nn,1931,32,tt0022236,95.3351,-6.48694,0.179081,0.798195,0.207481,0.111971,0.918645,0.199621,0.278912,0.904858,8,7,5,-24.2477,-16.8568,8
617414c22788418ec824bedb,Ernst Lubitsch,Comedy & Romance & Musical,4.0,Maurice Chevalier & Claudette Colbert & Miriam Hopkins & Charles Ruggles & George Barbier,Leopold Jacobson & Felix Dormann & Hans Müller,The Smiling Lieutenant,nn,nn,1931,34,tt0022406,107.457,16.868,0.181162,0.578653,0.118929,0.109338,0.981652,0.157987,0.668235,0.88356,8,7,5,-41.8883,-19.2311,8
617415282788418ec824bf05,Norman Z. McLeod,Comedy & Musical & Romance & Sport,4.0,The Marx Brothers & Groucho Marx & Harpo Marx & Chico Marx & Zeppo Marx,Bert Kalmar & Harry Ruby & S.J. Perelman,Horse Feathers,nn,nn,1932,100,tt0023027,88.5629,24.1331,0.304129,0.781384,0.124085,0.11565,0.840453,0.309582,0.496853,0.885194,8,7,5,-43.9631,5.97341,8
617415372788418ec824bf0b,James Cruze & H. Bruce Humberstone & Ernst Lubitsch & Norman Z. McLeod & Lothar Mendes & Stephen Roberts & William A. Seiter & Norman Taurog,Comedy & Drama,4.0,Gary Cooper & Charles Laughton & George Raft & Jack Oakie & Richard Bennett,Robert Hardy Andrews & Claude Binyon & Whitney Bolton,If I Had a Million,nn,nn,1932,40,tt0023049,21.9475,34.5119,0.513169,0.704887,0.457847,0.149682,0.603278,0.167271,0.930447,0.525355,8,7,2,33.8737,-16.6156,2
617415482788418ec824bf11,Rouben Mamoulian,Comedy & Musical & Romance,4.0,Maurice Chevalier & Jeanette MacDonald & Charles Ruggles & Charles Butterworth & Myrna Loy,Samuel Hoffenstein & George Marion Jr. & Waldemar Young,Love Me Tonight,nn,nn,1932,55,tt0023158,86.559,51.1036,0.301874,0.803312,0.095103,0.105838,0.992983,0.441088,0.877634,0.92134,8,7,6,-42.5103,13.9644,6
617415782788418ec824bf25,George Cukor & Ernst Lubitsch,Comedy & Musical & Romance,4.0,Maurice Chevalier & Jeanette MacDonald & Lili Damita & Genevieve Tobin & Pierre Etchepare,Lothar Schmidt & Samson Raphaelson & Léopold Marchand,One Hour with You,nn,nn,1932,32,tt0023303,104.373,23.7737,0.165523,0.705854,0.0832621,0.0391537,0.990481,0.170914,0.769115,0.967122,8,7,5,-36.9312,-35.0437,8
617416062788418ec824bf5f,Robert Z. Leonard,Comedy & Musical & Romance,4.0,Joan Crawford & Clark Gable & Franchot Tone & May Robson & Winnie Lightner,Allen Rivkin & P.J. Wolfson & James Warner Bellah,Dancing Lady,nn,nn,1933,47,tt0023926,107.533,28.7649,0.176931,0.834566,0.070619,0.0433131,0.813497,0.15575,0.981931,0.878962,8,7,4,-8.00729,-47.0526,5
6174161a2788418ec824bf67,John Cromwell,Comedy & Drama,4.0,Ann Harding & William Powell & Lucile Browne & Henry Stephenson & Lilian Bond,Jane Murfin & Edward Poor Montgomery,Double Harness,nn,nn,1933,41,tt0023960,68.5331,26.0318,0.0780814,0.818884,0.295121,0.0962657,0.875558,0.186684,0.438134,0.85848,8,7,4,-15.844,-17.812,5
617416282788418ec824bf6d,Thornton Freeland,Comedy & Musical & Romance,4.0,Dolores del Rio & Gene Raymond & Raul Roulien & Ginger Rogers & Fred Astaire,Cyril Hume & H.W. Hanemann & Erwin Gelsey,Flying Down to Rio,nn,nn,1933,66,tt0024025,92.1161,20.0472,0.097365,0.64004,0.0463976,0.15635,0.928368,0.295512,0.568066,0.889821,8,7,5,-40.0703,-10.1872,8
6174162d2788418ec824bf6f,Lloyd Bacon,Comedy & Musical & Romance,4.0,James Cagney & Joan Blondell & Ruby Keeler & Dick Powell & Frank McHugh,Manuel Seff & James Seymour & Robert Lord,Footlight Parade,nn,nn,1933,73,tt0024028,101.805,38.7166,0.27003,0.89777,0.225202,0.147078,0.851585,0.21015,0.935635,0.735624,8,7,3,18.3433,-18.8926,3
617416312788418ec824bf71,Lloyd Bacon,Comedy & Musical & Romance,4.0,Warner Baxter & Bebe Daniels & George Brent & Ruby Keeler & Guy Kibbee,Rian James & James Seymour & Bradford Ropes,42nd Street,nn,nn,1933,124,tt0024034,90.1721,51.307,0.217121,0.815785,0.0778706,0.0640255,0.880813,0.32951,0.705388,0.937606,8,7,5,-45.2833,7.81366,8
6174163f2788418ec824bf77,Raoul Walsh,Musical & Romance,4.0,Marion Davies & Bing Crosby & Fifi D'Orsay & Stuart Erwin & Ned Sparks,Donald Ogden Stewart & Frances Marion,Going Hollywood,nn,nn,1933,32,tt0024067,104.154,24.6019,0.193246,0.749096,0.0779595,0.0305131,0.919246,0.230094,0.818414,0.867196,8,7,5,-38.6284,-34.129,8
617416442788418ec824bf79,Mervyn LeRoy,Comedy & Drama & Musical,4.0,Warren William & Joan Blondell & Aline MacMahon & Ruby Keeler & Dick Powell,Erwin Gelsey & James Seymour & David Boehm,Gold Diggers of 1933,nn,nn,1933,82,tt0024069,79.6448,51.959,0.423096,0.604241,0.117756,0.164312,0.815444,0.604313,0.782389,0.86504,8,7,7,-26.8791,18.3996,1
6174164e2788418ec824bf7d,Wesley Ruggles,Comedy & Musical & Romance,4.0,Mae West & Cary Grant & Gregory Ratoff & Edward Arnold & Ralf Harolde,Mae West & Mae West & Mae West,I'm No Angel,nn,nn,1933,35,tt0024166,111.083,25.3383,0.102255,0.862143,0.0761711,0.102094,0.884748,0.0487834,0.758775,0.902185,8,7,4,-8.22308,-50.892,5
617416832788418ec824bf93,Lowell Sherman,Drama & Romance,4.0,Katharine Hepburn & Douglas Fairbanks Jr. & Adolphe Menjou & Mary Duncan & C. Aubrey Smith,Howard J. Green & Zoe Akins,Morning Glory,nn,nn,1933,45,tt0024353,106.352,10.9291,0.0451889,0.803738,0.100379,0.0382312,0.861142,0.0888314,0.508568,0.779971,8,7,4,-2.53816,-49.7766,5
617416922788418ec824bf99,Lloyd Bacon,Drama & Crime,4.0,James Cagney & Ralph Bellamy & Patricia Ellis & Alice White & Ralf Harolde,Daniel Ahern & Allen Rivkin & P.J. Wolfson,Picture Snatcher,nn,nn,1933,34,tt0024450,7.70026,29.6938,0.718685,0.618036,0.314663,0.630639,0.674183,0.444534,0.354067,0.883195,8,7,1,40.6186,42.144,4
617416c62788418ec824bfaf,Jean Vigo,Comedy & Drama & Romance,4.0,Dita Parlo & Jean Dasté & Gilles Margaritis & Louis Lefebvre & Maurice Gilles,Jean Guinée & Albert Riéra & Jean Vigo,L'Atalante,nn,nn,1934,77,tt0024844,78.4932,24.0537,0.137095,0.822884,0.218329,0.120265,0.857854,0.307661,0.832497,0.486634,8,7,3,27.5185,-31.3873,3
617416cc2788418ec824bfb1,Gus Meins & Charley Rogers,Comedy & Family & Fantasy & Musical,4.0,Virginia Karns & Charlotte Henry & Felix Knight & Florence Roberts & Henry Brandon,Frank Butler & Nick Grinde & Anna Alice Chapin,March of the Wooden Soldiers,nn,nn,1934,61,tt0024852,50.7512,41.1025,0.423587,0.631263,0.289062,0.301758,0.978019,0.517228,0.542255,0.643921,8,7,7,-3.49344,22.2349,1
617416e82788418ec824bfbd,Ray Enright & Busby Berkeley,Comedy & Music & Musical & Romance,4.0,Joan Blondell & Dick Powell & Ruby Keeler & Zasu Pitts & Guy Kibbee,Delmer Daves & Robert Lord & Delmer Daves,Dames,nn,nn,1934,48,tt0025028,89.3954,26.5748,0.377255,0.551561,0.126487,0.086043,0.798541,0.307602,0.663197,0.782687,8,7,6,-25.4789,0.662593,6
617416f72788418ec824bfc3,Mark Sandrich,Comedy & Musical & Romance,4.0,Fred Astaire & Ginger Rogers & Alice Brady & Edward Everett Horton & Erik Rhodes,Dwight Taylor & Kenneth S. Webb & Samuel Hoffenstein,The Gay Divorcee,nn,nn,1934,61,tt0025164,90.4405,26.0546,0.25149,0.629183,0.156665,0.126869,0.946501,0.310187,0.771815,0.993587,8,7,5,-36.0636,1.82861,8
6174172c2788418ec824bfd9,Ernst Lubitsch,Comedy & Musical & Romance,4.0,Maurice Chevalier & Jeanette MacDonald & Edward Everett Horton & Marcel Vallée & Una Merkel,Ernest Vajda & Samson Raphaelson & Viktor Léon,The Merry Widow,nn,nn,1934,34,tt0025493,81.8278,47.1758,0.106546,0.774678,0.055611,0.0588249,0.99817,0.879419,0.794522,0.778675,8,7,7,-25.0275,37.4075,1
617417432788418ec824bfe3,Harold Young,Adventure & Drama,4.0,Leslie Howard & Merle Oberon & Raymond Massey & Nigel Bruce & Bramwell Fletcher,Baroness Emmuska Orczy & Alexander Korda & Baroness Emmuska Orczy,The Scarlet Pimpernel,nn,nn,1934,65,tt0025748,51.9953,34.6051,0.325988,0.668431,0.358867,0.38424,0.534669,0.217933,0.813212,0.815227,8,7,2,37.9949,0.588196,2
617417482788418ec824bfe5,Robert N. Bradbury,Action & Mystery & Romance & Western,3.0,John Wayne & Verna Hillie & George 'Gabby' Hayes & Yakima Canutt & Billy Franey,Robert N. Bradbury & Robert N. Bradbury,The Star Packer,nn,nn,1934,31,tt0025830,15.8154,27.6287,0.509439,0.66832,0.740864,0.422755,0.732924,0.391071,0.308283,0.985571,8,7,1,23.4018,33.8306,4
617417582788418ec824bfeb,Victor Fleming,Adventure & Family,4.0,Wallace Beery & Jackie Cooper & Lionel Barrymore & Otto Kruger & Lewis Stone,Robert Louis Stevenson & John Lee Mahin & John Howard Lawson,Treasure Island,nn,nn,1934,32,tt0025907,61.8395,27.2467,0.393093,0.985794,0.606738,0.206842,0.802672,0.10851,0.524793,0.862003,8,7,2,14.702,5.24368,2
617417662788418ec824bff1,Archie Gottler,Comedy & Musical & Short,4.0,Moe Howard & Larry Fine & Curly Howard & Marjorie White & Walter Brennan,Jerome S. Gottler & Jerome S. Gottler,Woman Haters,nn,nn,1934,33,tt0026000,80.0009,51.4085,0.305112,0.65547,0.110889,0.206192,0.837619,0.502923,0.821073,0.814465,8,7,6,-27.3086,17.2532,6
617417aa2788418ec824c00d,George Cukor,Adventure & Drama & Romance,4.0,Edna May Oliver & Elizabeth Allan & Jessie Ralph & Harry Beresford & Freddie Bartholomew,Charles Dickens & Hugh Walpole & Howard Estabrook,David Copperfield,nn,nn,1935,47,tt0026266,99.0658,40.5482,0.160705,0.950295,0.211426,0.167686,0.958938,0.256668,0.947154,0.979724,8,7,5,-19.6226,-32.5581,8
617417b82788418ec824c013,Busby Berkeley,Comedy & Musical,4.0,Dick Powell & Adolphe Menjou & Gloria Stuart & Alice Brady & Hugh Herbert,Manuel Seff & Peter Milne & Robert Lord,Gold Diggers of 1935,nn,nn,1935,46,tt0026421,88.6912,52.0655,0.325611,0.846278,0.0766262,0.0678206,0.907959,0.354744,0.830081,0.813206,8,7,6,-43.0858,5.57476,6
617417f22788418ec824c02b,Robert Z. Leonard & W.S. Van Dyke,Drama & Musical & Romance,4.0,Jeanette MacDonald & Nelson Eddy & Frank Morgan & Elsa Lanchester & Douglass Dumbrille,Rida Johnson Young & John Lee Mahin & Frances Goodrich,Naughty Marietta,nn,nn,1935,32,tt0026768,89.91,48.5228,0.101418,0.985255,0.0643474,0.0642143,0.998688,0.403403,0.953078,0.942027,8,7,5,-50.9737,14.6194,8
617417f72788418ec824c02d,Sam Wood & Edmund Goulding,Comedy & Music & Musical,4.0,Groucho Marx & Chico Marx & Harpo Marx & Kitty Carlisle & Allan Jones,George S. Kaufman & Morrie Ryskind & James Kevin McGuinness,A Night at the Opera,nn,nn,1935,160,tt0026778,51.1871,56.9858,0.681702,0.926475,0.111808,0.435194,0.958693,0.730629,0.998097,0.949386,8,7,1,-9.70131,57.0844,4
617417fc2788418ec824c02f,Henry Hathaway,Drama & Fantasy & Romance,4.0,Gary Cooper & Ann Harding & John Halliday & Ida Lupino & Douglass Dumbrille,Vincent Lawrence & Waldemar Young & John Meehan,Peter Ibbetson,nn,nn,1935,34,tt0026866,75.7701,26.8655,0.185602,0.767666,0.27044,0.200273,0.935592,0.402817,0.670014,0.505458,8,7,3,25.672,-30.8663,3
617418062788418ec824c033,William A. Seiter,Comedy & Musical & Romance,4.0,Irene Dunne & Fred Astaire & Ginger Rogers & Randolph Scott & Helen Westley,Jerome Kern & Otto A. Harbach & Alice Duer Miller,Roberta,nn,nn,1935,67,tt0026942,87.7192,49.1121,0.135849,0.795091,0.119244,0.0401479,0.989309,0.464409,0.904588,0.981898,8,7,6,-40.491,17.0505,6
617418232788418ec824c03f,Mark Sandrich,Comedy & Musical & Romance,4.0,Fred Astaire & Ginger Rogers & Edward Everett Horton & Erik Rhodes & Eric Blore,Dwight Taylor & Allan Scott & Dwight Taylor,Top Hat,nn,nn,1935,121,tt0027125,100.662,11.4623,0.127457,0.817812,0.0549536,0.0569668,0.939153,0.259976,0.498725,0.979424,8,7,5,-36.0507,-38.6944,8
617418362788418ec824c047,Mervyn LeRoy & Michael Curtiz,Adventure & Drama & Romance,4.0,Fredric March & Olivia de Havilland & Donald Woods & Anita Louise & Edmund Gwenn,Hervey Allen & Sheridan Gibney & Milton Krims,Anthony Adverse,nn,nn,1936,31,tt0027300,28.3849,56.0084,0.570374,0.784973,0.592801,0.38389,0.816254,0.778039,0.80681,0.829545,8,7,1,1.47499,49.0799,4
617418402788418ec824c04b,Roy Del Ruth,Musical & Comedy,4.0,Eleanor Powell & James Stewart & Virginia Bruce & Una Merkel & Sid Silvers,Jack McGowan & Sid Silvers & Jack McGowan,Born to Dance,nn,nn,1936,42,tt0027387,108.788,29.9597,0.164538,0.947894,0.0810152,0.0385171,0.99938,0.237315,0.792985,0.988872,8,7,5,-29.1734,-52.6459,8
6174187e2788418ec824c065,Mark Sandrich,Comedy & Musical & Romance,4.0,Fred Astaire & Ginger Rogers & Randolph Scott & Harriet Nelson & Astrid Allwyn,Dwight Taylor & Allan Scott & Hubert Osborne,Follow the Fleet,nn,nn,1936,67,tt0027630,90.3088,23.2259,0.0899232,0.693933,0.0391415,0.0399514,0.982572,0.449134,0.665155,0.955605,8,7,6,-38.0755,16.8568,6
617418912788418ec824c06d,Robert Z. Leonard,Biography & Drama & Musical & Romance,4.0,William Powell & Myrna Loy & Luise Rainer & Frank Morgan & Fanny Brice,William Anthony McGuire,The Great Ziegfeld,nn,nn,1936,86,tt0027698,88.5487,51.7876,0.269691,0.930729,0.140116,0.0873458,0.813853,0.398151,0.840614,0.885865,8,7,6,-43.7001,8.78442,6
617418c92788418ec824c081,George Cukor,Drama & Romance,4.0,Norma Shearer & Leslie Howard & John Barrymore & Edna May Oliver & Basil Rathbone,William Shakespeare & Talbot Jennings,Romeo and Juliet,nn,nn,1936,45,tt0028203,74.8542,25.2573,0.126098,0.769555,0.283961,0.26494,0.753423,0.262084,0.596763,0.646607,8,7,3,27.1494,-21.1006,3
617418e52788418ec824c08b,James Whale,Comedy & Drama & Musical & Romance,4.0,Irene Dunne & Allan Jones & Charles Winninger & Paul Robeson & Helen Morgan,Edna Ferber & Oscar Hammerstein II & Oscar Hammerstein II,Show Boat,nn,nn,1936,67,tt0028249,88.9969,23.1391,0.164778,0.496354,0.0656107,0.0384982,0.711258,0.426753,0.640632,0.92543,8,7,6,-31.14,2.61827,6
617418f32788418ec824c091,George Stevens,Comedy & Musical & Romance,4.0,Fred Astaire & Ginger Rogers & Victor Moore & Helen Broderick & Eric Blore,Howard Lindsay & Allan Scott & Erwin Gelsey,Swing Time,nn,nn,1936,97,tt0028333,91.5694,48.5467,0.114043,0.959272,0.0930125,0.0636074,0.997442,0.296444,0.968534,0.988322,8,7,5,-49.681,8.95137,8
617419152788418ec824c09f,Clarence Brown,Comedy & Drama & Romance,4.0,Clark Gable & Jean Harlow & Myrna Loy & May Robson & George Barbier,Norman Krasna & John Lee Mahin & Faith Baldwin,Wife vs. Secretary,nn,nn,1936,53,tt0028505,99.9469,-1.28461,0.114113,0.816218,0.173141,0.0873355,0.782474,0.104878,0.230782,0.926009,8,7,4,-11.137,-45.3252,5
6174191b2788418ec824c0a1,Leo McCarey,Comedy & Romance,4.0,Irene Dunne & Cary Grant & Ralph Bellamy & Alexander D'Arcy & Cecil Cunningham,Viña Delmar & Arthur Richman & Sidney Buchman,The Awful Truth,nn,nn,1937,121,tt0028597,56.817,38.3843,0.468936,0.863494,0.534488,0.222271,0.927361,0.347891,0.41069,0.996566,8,7,1,11.9585,7.9977,4
617419202788418ec824c0a3,Roy Del Ruth,Musical & Romance,4.0,Robert Taylor & Eleanor Powell & George Murphy & Binnie Barnes & Buddy Ebsen,Jack McGowan & Jack McGowan & Sid Silvers,Broadway Melody of 1938,nn,nn,1937,33,tt0028665,110.094,31.29,0.142606,0.975992,0.0461508,0.0188025,0.997864,0.203029,0.896159,0.9983,8,7,4,-28.7189,-52.872,5
617419252788418ec824c0a5,George Cukor,Drama & Romance,4.0,Greta Garbo & Robert Taylor & Lionel Barrymore & Elizabeth Allan & Jessie Ralph,Zoe Akins & Frances Marion & James Hilton,Camille,nn,nn,1936,66,tt0028683,69.356,45.1021,0.262203,0.488123,0.263971,0.206794,0.916069,0.480043,0.707685,0.91118,8,7,6,-25.6134,10.5213,6
617419362788418ec824c0ab,George Stevens,Comedy & Music & Romance,4.0,Fred Astaire & George Burns & Gracie Allen & Joan Fontaine & Reginald Gardiner,P.G. Wodehouse & Ian Hay & P.G. Wodehouse,A Damsel in Distress,nn,nn,1937,39,tt0028757,76.1584,52.1109,0.366858,0.545287,0.29351,0.103773,0.96019,0.519484,0.84863,0.838056,8,7,6,-25.8161,12.9773,6
6174193b2788418ec824c0ad,Sam Wood,Comedy & Musical & Sport,4.0,Groucho Marx & Chico Marx & Harpo Marx & Allan Jones & Maureen O'Sullivan,Robert Pirosh & George Seaton & George Oppenheimer,A Day at the Races,nn,nn,1937,77,tt0028772,81.1275,52.7252,0.4516,0.766095,0.128885,0.148117,0.865079,0.433709,0.918921,0.915311,8,7,6,-28.819,21.4998,6
6174195f2788418ec824c0b9,Allan Dwan,Drama & Family & Musical,4.0,Shirley Temple & Jean Hersholt & Arthur Treacher & Helen Westley & Thomas Beck,Johanna Spyri & Walter Ferris & Julien Josephson,Heidi,nn,nn,1937,39,tt0028988,87.8253,38.8606,0.209769,0.697273,0.282516,0.154419,0.971988,0.335788,0.568312,0.991627,8,7,5,-23.529,-3.51546,8
617419712788418ec824c0bf,Archie Mayo,Comedy,4.0,Leslie Howard & Bette Davis & Olivia de Havilland & Patric Knowles & Eric Blore,Casey Robinson & Maurice Hanline,It's Love I'm After,nn,nn,1937,39,tt0029058,74.6981,22.9855,0.207901,0.829001,0.26172,0.119624,0.983494,0.0471943,0.629859,0.507304,8,7,3,17.5546,-32.2949,3
6174198e2788418ec824c0c9,Rowland V. Lee,Drama & Mystery & Romance & Thriller,4.0,Ann Harding & Basil Rathbone & Binnie Hale & Bruce Seton & Jean Cadell,Frank Vosper & Agatha Christie & Frances Marion,A Night of Terror,nn,nn,1937,36,tt0029171,53.282,29.3479,0.498876,0.819933,0.245916,0.318697,0.77659,0.17312,0.957372,0.720442,8,7,2,35.8899,-5.44065,2
617419a12788418ec824c0cf,Robert Z. Leonard,Drama & Musical & Romance,4.0,Jeanette MacDonald & Nelson Eddy & John Barrymore & Herman Bing & Tom Brown,Rida Johnson Young & Noel Langley & Frances Marion,Maytime,nn,nn,1937,44,tt0029222,84.8116,51.0473,0.233646,0.986747,0.199698,0.17624,0.99895,0.760275,0.995553,0.931827,8,7,7,-30.3289,40.2935,1
617419a72788418ec824c0d1,Garson Kanin,Comedy & Romance,4.0,Irene Dunne & Cary Grant & Randolph Scott & Gail Patrick & Ann Shoemaker,Bella Spewack & Sam Spewack & Leo McCarey,My Favorite Wife,nn,nn,1940,85,tt0029284,55.4872,16.7982,0.275731,0.867118,0.371177,0.23765,0.973321,0.330675,0.290342,0.964079,8,7,5,-4.69145,-1.69701,8
617419ca2788418ec824c0df,Mark Sandrich,Comedy & Musical & Romance,4.0,Fred Astaire & Ginger Rogers & Edward Everett Horton & Eric Blore & Jerome Cowan,Allan Scott & Ernest Pagano & P.J. Wolfson,Shall We Dance,nn,nn,1937,60,tt0029546,98.6596,10.6978,0.145101,0.540787,0.072173,0.0276469,0.938161,0.221087,0.497808,0.936937,8,7,5,-43.1148,-21.3724,8
617419d02788418ec824c0e1,William Cottrell & David Hand & Wilfred Jackson & Larry Morey & Perce Pearce & Ben Sharpsteen,Animation & Family & Fantasy & Musical & Romance,4.0,Roy Atwell & Stuart Buchanan & Adriana Caselotti & Eddie Collins & Pinto Colvig,Jacob Grimm & Wilhelm Grimm & Ted Sears,Snow White and the Seven Dwarfs,nn,nn,1937,257,tt0029583,94.5706,10.0231,0.178087,0.954142,0.25387,0.154009,0.997943,0.218324,0.305807,0.757038,8,7,4,9.48103,-23.4979,5
617419df2788418ec824c0e7,William A. Wellman & Jack Conway & Victor Fleming,Drama & Romance,4.0,Janet Gaynor & Fredric March & Adolphe Menjou & May Robson & Andy Devine,Dorothy Parker & Alan Campbell & Robert Carson,A Star Is Born,nn,nn,1937,73,tt0029606,100.048,4.14724,0.106815,0.930188,0.167311,0.0866626,0.837082,0.186717,0.279865,0.808453,8,7,4,-14.9216,-41.4213,5
617419f02788418ec824c0ed,Norman Z. McLeod,Comedy & Fantasy & Romance,4.0,Constance Bennett & Cary Grant & Roland Young & Billie Burke & Alan Mowbray,Jack Jevne & Eric Hatch & Eddie Moran,Topper,nn,nn,1937,58,tt0029682,101.758,36.1833,0.191259,0.976726,0.184838,0.153409,0.970063,0.151404,0.952694,0.956658,8,7,4,-20.3435,-40.0893,5
61741a012788418ec824c0f3,Alfred Hitchcock,Crime & Mystery & Romance & Thriller,4.0,Nova Pilbeam & Derrick De Marney & Percy Marmont & Edward Rigby & Mary Clare,Josephine Tey & Charles Bennett & Edwin Greenwood,Young and Innocent,nn,nn,1937,104,tt0029811,26.732,46.1785,0.570258,0.743302,0.267453,0.667254,0.707444,0.369309,0.997354,0.65717,8,7,1,45.186,29.7038,4
61741a182788418ec824c0fb,Henry King,Drama & Music & Musical & Romance,4.0,Tyrone Power & Alice Faye & Don Ameche & Ethel Merman & Jack Haley,Kathryn Scola & Lamar Trotti & Richard Sherman,Alexander's Ragtime Band,nn,nn,1938,35,tt0029852,87.1183,48.9331,0.143748,0.857001,0.0917458,0.0429139,0.969517,0.529833,0.876951,0.912266,8,7,6,-41.5149,18.6921,6
61741a3d2788418ec824c109,Howard Hawks,Comedy & Family & Romance,4.0,Katharine Hepburn & Cary Grant & Charles Ruggles & Walter Catlett & Barry Fitzgerald,Dudley Nichols & Hagar Wilde & Hagar Wilde,Bringing Up Baby,nn,nn,1938,298,tt0029947,95.0844,2.29954,0.13027,0.701616,0.163924,0.199373,0.963718,0.112327,0.294489,0.819313,8,7,4,-37.3367,-27.7806,5
