,_id,movie_directors,movie_genres,movie_rating,movie_stars,movie_writers,name,plot,poster,release_year,reviews_num,titleId,tsne_glyph_x,tsne_glyph_y,signature_zscore_percent_anger,signature_zscore_percent_anticipation,signature_zscore_percent_disgust,signature_zscore_percent_fear,signature_zscore_percent_joy,signature_zscore_percent_sadness,signature_zscore_percent_surprise,signature_zscore_percent_trust,cluster_1,emotion_color,cluster_level2,tsne_glyph_x_level2,tsne_glyph_y_level2,emotion_color_lvl2
10,617412252788418ec824bddd,Wallace Worsley,Drama & Horror & Romance,4.0,Lon Chaney & Patsy Ruth Miller & Norman Kerry & Kate Lester & Winifred Bryson,Victor Hugo & Perley Poore Sheehan & Edward T. Lowe Jr.,The Hunchback of Notre Dame,nn,nn,1923,64,tt0014142,13.0283,16.5029,0.720937,0.247657,0.712766,0.350189,0.567443,0.484829,0.387563,0.78488,4,1,3,15.6973,-36.3176,5
11,6174125a2788418ec824bdf3,Sergei M. Eisenstein,Drama,4.0,Maksim Shtraukh & Grigoriy Aleksandrov & Mikhail Gomorov & I. Ivanov & Ivan Klyukvin,Grigoriy Aleksandrov & Sergei M. Eisenstein & Ilya Kravchunovsky,Strike,nn,nn,1925,39,tt0015361,-43.1392,-56.4453,0.779882,0.0478509,0.294055,0.484875,0.0690134,0.498949,0.207368,0.11868,4,1,6,-9.71778,20.5349,6
12,6174126a2788418ec824bdf9,King Vidor & George W. Hill,Drama & Romance & War,4.0,John Gilbert & Renée Adorée & Hobart Bosworth & Claire McDowell & Claire Adams,Laurence Stallings & Harry Behn & Joseph Farnham,The Big Parade,nn,nn,1925,54,tt0015624,-10.3381,31.0306,0.434094,0.458282,0.283793,0.843975,0.746506,0.399363,0.723064,0.245312,4,1,4,13.2057,-11.2651,2
13,617412702788418ec824bdfb,Sergei M. Eisenstein,Drama & History & Thriller & War,5.0,Aleksandr Antonov & Vladimir Barskiy & Grigoriy Aleksandrov & Ivan Bobrov & Mikhail Gomorov,Nina Agadzhanova & Sergei M. Eisenstein & Grigoriy Aleksandrov,Battleship Potemkin,nn,nn,1925,210,tt0015648,-28.5971,-11.0605,0.700191,0.381846,0.376758,0.60421,0.176445,0.473211,0.538331,0.236821,4,1,5,29.6866,11.0675,7
14,6174127f2788418ec824be01,Erich von Stroheim,Drama & Thriller & Western,5.0,Zasu Pitts & Gibson Gowland & Jean Hersholt & Dale Fuller & Tempe Pigott,June Mathis & Erich von Stroheim & Frank Norris,Greed,nn,nn,1924,87,tt0015881,-42.7032,-22.6256,0.736268,0.35358,0.788335,0.275029,0.246218,0.480173,0.29695,0.219936,4,1,7,14.445,37.8362,3
15,617412912788418ec824be09,Tod Browning,Crime & Drama & Romance,4.0,Lon Chaney & Mae Busch & Matt Moore & Victor McLaglen & Harry Earles,Clarence Aaron 'Tod' Robbins & Waldemar Young,The Unholy Three,nn,nn,1925,35,tt0016473,-54.6029,-44.5597,0.727264,0.125849,0.416512,0.708248,0.308227,0.448684,0.276447,0.0514434,4,1,7,-42.8873,27.6136,3
16,617412f82788418ec824be33,Tod Browning,Drama & Horror & Romance & Thriller,4.0,Lon Chaney & Norman Kerry & Joan Crawford & Nick De Ruiz & John George,Tod Browning & Waldemar Young & Joseph Farnham,The Unknown,nn,nn,1927,109,tt0018528,-35.1893,-12.7826,0.513007,0.275058,0.554566,0.837145,0.453411,0.47969,0.496992,0.151321,4,1,5,8.75366,9.06909,7
17,617413652788418ec824be5b,Alfred Hitchcock,Crime & Thriller,4.0,Anny Ondra & Sara Allgood & Charles Paton & John Longden & Donald Calthrop,Charles Bennett & Alfred Hitchcock & Benn W. Levy,Blackmail,nn,nn,1929,98,tt0019702,-33.5459,-27.7849,0.709207,0.0817049,0.461033,0.603213,0.0975931,0.319443,0.338895,0.361087,4,1,1,-18.7964,5.35142,4
18,617413852788418ec824be67,King Vidor,Drama & Musical,4.0,Daniel L. Haynes & Nina Mae McKinney & William Fountaine & Harry Gray & Fanny Belle DeKnight,Wanda Tuchock & Richard Schayer & Ransom Rideout,Hallelujah,nn,nn,1929,37,tt0019959,24.4644,13.5818,0.617253,0.398595,0.215678,0.287171,0.580816,0.896647,0.519355,0.648432,4,1,3,38.9612,-32.3366,5
19,617413df2788418ec824be87,Alfred Hitchcock,Comedy & Drama,3.0,Barry Fitzgerald & Maire O'Neill & Edward Chapman & Sidney Morgan & Sara Allgood,Sean O'Casey & Alfred Hitchcock & Alma Reville,Juno and the Paycock,nn,nn,1930,45,tt0021015,-25.2042,-15.3762,0.374025,0.292729,0.479164,0.40214,0.373364,0.60034,0.445721,0.415872,4,1,5,29.7419,-3.90128,7
20,617413ee2788418ec824be8d,Mervyn LeRoy,Action & Crime & Drama & Romance,4.0,Edward G. Robinson & Douglas Fairbanks Jr. & Glenda Farrell & William Collier Jr. & Sidney Blackmer,W.R. Burnett & Francis Edward Faragoh & Francis Edward Faragoh,Little Caesar,nn,nn,1931,103,tt0021079,-52.4667,-39.534,0.89274,0.265402,0.56663,0.643914,0.222069,0.307046,0.131864,0.4216,4,1,7,-16.575,30.693,3
21,617414122788418ec824be99,John Ford,Comedy & Crime & Drama,4.0,Spencer Tracy & Claire Luce & Warren Hymer & Humphrey Bogart & William Collier Sr.,Maurine Dallas Watkins & John Ford & William Collier Sr.,Up the River,nn,nn,1930,31,tt0021508,-45.9655,-19.2598,0.637101,0.342737,0.46366,0.464259,0.321232,0.747086,0.188259,0.177663,4,1,6,27.4164,31.3146,6
22,617414642788418ec824beb5,Mervyn LeRoy,Crime & Drama,4.0,Edward G. Robinson & Marian Marsh & H.B. Warner & Anthony Bushell & George E. Stone,Louis Weitzenkorn & Byron Morgan & Robert Lord,Five Star Final,nn,nn,1931,51,tt0021873,-9.93288,-28.4716,0.45593,0.30181,0.542664,0.529779,0.362955,0.585016,0.128433,0.728904,4,1,3,-25.7134,-30.4678,5
23,617414b32788418ec824bed5,William A. Wellman,Crime & Drama,4.0,James Cagney & Jean Harlow & Edward Woods & Joan Blondell & Donald Cook,Kubec Glasmon & John Bright & Harvey F. Thew,The Public Enemy,nn,nn,1931,135,tt0022286,-48.5574,-2.36495,0.932442,0.562355,0.768409,0.756977,0.22504,0.384351,0.151336,0.401419,4,1,7,28.5647,-18.2543,3
24,617415152788418ec824befd,Frank Capra,Drama & Romance,4.0,Barbara Stanwyck & Adolphe Menjou & Ralph Bellamy & Dorothy Peterson & Thomas Jefferson,Frank Capra & Jo Swerling,Forbidden,nn,nn,1932,37,tt0022905,20.5658,11.2306,0.384938,0.300879,0.474868,0.397307,0.590708,0.733915,0.308358,0.777852,4,1,3,24.631,-42.8562,5
25,6174153d2788418ec824bf0d,William Dieterle,Comedy & Crime & Romance,4.0,William Powell & Kay Francis & Helen Vinson & Hardie Albright & Alan Mowbray,Erwin Gelsey & Ladislas Fodor & Bertram Bloch,Jewel Robbery,nn,nn,1932,37,tt0023074,21.7739,19.9205,0.613416,0.441962,0.653555,0.463376,0.604711,0.496983,0.256008,0.471563,4,1,4,34.5324,-16.8021,2
26,6174155b2788418ec824bf19,Irving Pichel & Ernest B. Schoedsack,Action & Adventure & Thriller,4.0,Joel McCrea & Fay Wray & Robert Armstrong & Leslie Banks & Noble Johnson,James Ashmore Creelman & Richard Connell,The Most Dangerous Game,nn,nn,1932,109,tt0023238,-40.9674,-2.58631,0.566512,0.533595,0.342562,0.952836,0.149142,0.516703,0.394938,0.250012,4,1,5,9.85993,13.2322,7
27,617415602788418ec824bf1b,Karl Freund,Fantasy & Horror,4.0,Boris Karloff & Zita Johann & David Manners & Arthur Byron & Edward Van Sloan,Nina Wilcox Putnam & Richard Schayer & John L. Balderston,The Mummy,nn,nn,1932,193,tt0023245,-26.2309,-5.84143,0.392047,0.152609,0.50969,0.570321,0.284408,0.644918,0.706894,0.165409,4,1,5,40.1757,24.99,7
28,6174157d2788418ec824bf27,Tay Garnett,Comedy & Drama & Romance,4.0,William Powell & Kay Francis & Aline MacMahon & Frank McHugh & Warren Hymer,Wilson Mizner & Joseph Jackson & Robert Lord,One Way Passage,nn,nn,1932,52,tt0023305,-4.06308,-26.9431,0.345346,0.22463,0.452075,0.585853,0.459717,0.807381,0.330345,0.438927,4,1,6,3.51893,1.39538,6
29,617415912788418ec824bf2f,Richard Boleslawski & Charles Brabin,Biography & Drama & History,4.0,Ethel Barrymore & Lionel Barrymore & Ralph Morgan & Tad Alexander & John Barrymore,Charles MacArthur & Lenore J. Coffee & John Colton,Rasputin and the Empress,nn,nn,1932,32,tt0023374,-50.2119,-31.144,0.601676,0.122426,0.803316,0.750289,0.0440364,0.562248,0.319335,0.516928,4,1,7,-24.5478,20.1148,3
30,617415a52788418ec824bf37,Howard Hawks & Richard Rosson,Action & Crime & Drama & Film-Noir & Thriller,4.0,Paul Muni & Ann Dvorak & Karen Morley & Osgood Perkins & C. Henry Gordon,Armitage Trail & Ben Hecht & Seton I. Miller,Scarface,nn,nn,1932,390,tt0023427,-56.3867,-48.2767,0.906858,0.22649,0.423757,0.77446,0.162775,0.405438,0.156446,0.269671,4,1,7,-46.0159,18.5074,3
31,617415ae2788418ec824bf3b,Cecil B. DeMille,Drama & History,4.0,Fredric March & Elissa Landi & Claudette Colbert & Charles Laughton & Ian Keith,Waldemar Young & Sidney Buchman & Wilson Barrett,The Sign of the Cross,nn,nn,1932,61,tt0023470,-47.2773,-8.31443,0.685165,0.150443,0.707054,0.621526,0.472836,0.705908,0.193579,0.18418,4,1,7,0.474331,23.3133,3
32,617415c22788418ec824bf43,Fritz Lang,Crime & Horror & Mystery & Thriller,5.0,Rudolf Klein-Rogge & Thomy Bourdelle & Gustav Diessl & Rudolf Schündler & Jim Gérald,Norbert Jacques & Fritz Lang & Fritz Lang,The Testament of Dr. Mabuse,nn,nn,1933,71,tt0023563,-74.5571,-25.3397,0.877185,0.391341,0.558041,0.873142,0.0967581,0.282237,0.266741,0.24706,4,1,7,-34.2076,32.9224,3
33,6174164a2788418ec824bf7b,William A. Wellman,Drama & War,4.0,Richard Barthelmess & Aline MacMahon & Loretta Young & Gordon Westcott & Robert Barrat,Robert Lord & Wilson Mizner,Heroes for Sale,nn,nn,1933,37,tt0024115,-50.3047,7.88307,0.64794,0.226562,0.369515,0.730663,0.24485,0.783324,0.414821,0.855472,4,1,2,-10.2156,-27.3083,8
34,6174167e2788418ec824bf91,Archie Mayo & Michael Curtiz,Crime & Drama & Romance,4.0,James Cagney & Madge Evans & Arthur Byron & Allen Jenkins & Dudley Digges,Edward Chodorov & Islin Auster,The Mayor of Hell,nn,nn,1933,32,tt0024314,-53.1558,-0.750252,0.925872,0.260843,0.812901,0.787249,0.149651,0.421453,0.155964,0.948047,4,1,2,-37.9091,-16.8991,8
35,617416b82788418ec824bfa9,Fritz Lang,Crime & Horror & Mystery & Thriller,5.0,Rudolf Klein-Rogge & Thomy Bourdelle & Gustav Diessl & Rudolf Schündler & Jim Gérald,Norbert Jacques & Fritz Lang & Fritz Lang,The Testament of Dr. Mabuse,nn,nn,1933,71,tt0024651,-74.5571,-25.3397,0.877185,0.391341,0.558041,0.873142,0.0967581,0.282237,0.266741,0.24706,4,1,7,-34.2078,32.9224,3
36,6174171e2788418ec824bfd3,Alfred Hitchcock,Crime & Mystery & Thriller,4.0,Leslie Banks & Edna Best & Peter Lorre & Frank Vosper & Hugh Wakefield,Charles Bennett & D.B. Wyndham-Lewis & Edwin Greenwood,The Man Who Knew Too Much,nn,nn,1934,122,tt0025452,32.8485,-1.43473,0.610084,0.365051,0.20586,0.728355,0.592252,0.314924,0.730699,0.464647,4,1,4,11.7926,-10.9054,2
37,617417352788418ec824bfdd,John Cromwell,Drama & Romance,4.0,Leslie Howard & Bette Davis & Frances Dee & Kay Johnson & Reginald Denny,Lester Cohen & W. Somerset Maugham & Ann Coleman,Of Human Bondage,nn,nn,1934,104,tt0025586,-4.58384,-27.8034,0.345931,0.242651,0.545841,0.492004,0.461683,0.811837,0.213363,0.436487,4,1,6,2.48143,1.72977,6
38,617417972788418ec824c005,James Tinling,Crime & Drama & Mystery & Thriller,4.0,Warner Oland & Irene Hervey & Jon Hall & Russell Hicks & Keye Luke,Edward T. Lowe Jr. & Gerard Fairlie & Edward T. Lowe Jr.,Charlie Chan in Shanghai,nn,nn,1935,32,tt0026199,-29.6299,29.4873,0.376446,0.276427,0.751584,0.832948,0.262546,0.402913,0.539643,0.732737,4,1,2,-3.74867,-30.6575,8
39,617417a02788418ec824c009,Josef von Sternberg,Crime & Drama,4.0,Peter Lorre & Edward Arnold & Marian Marsh & Tala Birell & Elisabeth Risdon,Joseph Anthony & Fyodor Dostoevsky & S.K. Lauren,Crime and Punishment,nn,nn,1935,34,tt0026246,-31.1324,-26.0583,0.895803,0.109449,0.715957,0.550985,0.23883,0.643677,0.173642,0.558053,4,1,2,-6.35727,-1.33944,8
40,617417ae2788418ec824c00f,Josef von Sternberg,Comedy & Drama & Romance,4.0,Marlene Dietrich & Lionel Atwill & Edward Everett Horton & Alison Skipworth & Cesar Romero,Pierre Louÿs & John Dos Passos & David Hertz,The Devil Is a Woman,nn,nn,1935,39,tt0026276,-3.91925,-4.28283,0.500997,0.446731,0.556131,0.340981,0.477899,0.784026,0.180804,0.442238,4,1,4,31.0152,-31.6442,2
41,617417b32788418ec824c011,William Keighley,Crime & Drama & Film-Noir & Thriller,4.0,James Cagney & Margaret Lindsay & Ann Dvorak & Robert Armstrong & Barton MacLane,Seton I. Miller & Seton I. Miller & Darryl F. Zanuck,'G' Men,nn,nn,1935,45,tt0026393,-20.4975,-34.0858,0.827466,0.164507,0.409263,0.522385,0.259341,0.209908,0.22084,0.768726,4,1,2,-32.9094,-30.0544,8
42,617417c22788418ec824c017,Ernest B. Schoedsack & Merian C. Cooper,Adventure & Drama,4.0,Preston Foster & Alan Hale & Basil Rathbone & John Wood & Louis Calhern,James Ashmore Creelman & Melville Baker & Ruth Rose,The Last Days of Pompeii,nn,nn,1935,31,tt0026605,3.83016,9.22614,0.692446,0.180431,0.380336,0.665893,0.47357,0.286168,0.68445,0.463172,4,1,4,11.5722,-8.70383,2
43,617417d12788418ec824c01d,Clyde Bruckman & W.C. Fields,Comedy,4.0,W.C. Fields & Mary Brian & Kathleen Howard & Grady Sutton & Vera Lewis,Ray Harris & Sam Hardy & W.C. Fields,Man on the Flying Trapeze,nn,nn,1935,32,tt0026676,-30.3902,-6.25762,0.51408,0.262819,0.428462,0.400782,0.374239,0.394151,0.595369,0.38268,4,1,5,31.7282,5.30904,7
44,6174182d2788418ec824c043,John Ford,Comedy & Crime & Drama,4.0,Edward G. Robinson & Jean Arthur & Arthur Hohl & James Donlan & Arthur Byron,Jo Swerling & Robert Riskin & W.R. Burnett,The Whole Town's Talking,nn,nn,1935,38,tt0027214,-17.8977,-29.5214,0.419765,0.167604,0.617246,0.726524,0.332598,0.451814,0.284762,0.833083,4,1,2,-33.8774,-18.0266,8
45,6174183b2788418ec824c049,Archie Mayo & Michael Curtiz,Crime & Drama & Film-Noir,4.0,Humphrey Bogart & Dick Foran & Erin O'Brien-Moore & Ann Sheridan & Helen Flint,Abem Finkel & William Wister Haines & Robert Lord,Black Legion,nn,nn,1937,48,tt0027367,-36.1132,-34.0096,0.635406,0.092428,0.393067,0.388071,0.114131,0.875872,0.169334,0.772028,4,1,2,-11.149,-1.58055,8
46,617418442788418ec824c04d,William Keighley,Crime & Drama & Film-Noir & Thriller,4.0,Edward G. Robinson & Joan Blondell & Barton MacLane & Humphrey Bogart & Frank McHugh,Seton I. Miller & Martin Mooney & Seton I. Miller,Bullets or Ballots,nn,nn,1936,34,tt0027407,-23.3826,-31.7931,0.840258,0.248909,0.336981,0.668883,0.253929,0.202415,0.216198,0.95307,4,1,2,-38.3878,-30.6818,8
47,617418492788418ec824c04f,Michael Curtiz,Action & Adventure & Romance & War,4.0,Errol Flynn & Olivia de Havilland & Patric Knowles & Henry Stephenson & Nigel Bruce,Alfred Lord Tennyson & Michael Jacoby & Michael Jacoby,The Charge of the Light Brigade,nn,nn,1936,58,tt0027438,-32.3775,-32.9278,0.736576,0.0532451,0.488242,0.899454,0.131711,0.25985,0.285197,0.710255,4,1,1,-52.8324,-21.9854,4
48,6174196b2788418ec824c0bd,Henry King,Action & Drama & Musical & Romance,4.0,Tyrone Power & Alice Faye & Don Ameche & Alice Brady & Andy Devine,Lamar Trotti & Sonya Levien & Niven Busch,In Old Chicago,nn,nn,1938,43,tt0029047,3.31992,14.9216,0.510336,0.22953,0.435634,0.631629,0.318245,0.456595,0.616515,0.665775,4,1,2,-9.09271,-30.9369,8
49,6174199a2788418ec824c0cd,Lloyd Bacon & Michael Curtiz,Crime & Film-Noir & Thriller,4.0,Bette Davis & Humphrey Bogart & Lola Lane & Isabel Jewell & Rosalind Marquis,Robert Rossen & Abem Finkel & Seton I. Miller,Marked Woman,nn,nn,1937,56,tt0029217,-16.3412,-38.1535,0.757325,0.153435,0.405614,0.527884,0.291248,0.312312,0.38125,0.560437,4,1,2,-19.4417,-19.591,8
50,617419ad2788418ec824c0d3,Richard Thorpe,Drama & Mystery & Thriller,4.0,Merle Tottenham & Kathleen Harrison & May Whitty & Rosalind Russell & Eily Malyon,Emlyn Williams & John Van Druten,Night Must Fall,nn,nn,1937,43,tt0029310,-32.7468,29.2394,0.722354,0.213819,0.751604,0.593372,0.537105,0.511437,0.40532,0.70977,4,1,3,13.0182,-37.9575,5
51,61741a122788418ec824c0f9,Sergei M. Eisenstein & Dmitriy Vasilev,Action & Biography & Drama & History & War,4.0,Nikolay Cherkasov & Nikolai Okhlopkov & Andrei Abrikosov & Dmitriy Orlov & Vasili Novikov,Sergei M. Eisenstein & Pyotr Pavlenko,Alexander Nevsky,nn,nn,1938,94,tt0029850,-16.7942,-43.2304,0.822743,0.15913,0.238213,0.408362,0.403895,0.391237,0.202906,0.375228,4,1,5,-15.2399,9.37003,7
52,61741a1e2788418ec824c0fd,John Cromwell,Drama & Mystery & Romance,4.0,Charles Boyer & Sigrid Gurie & Hedy Lamarr & Joseph Calleia & Alan Hale,John Howard Lawson & James M. Cain & Henri La Barthe,Algiers,nn,nn,1938,54,tt0029855,9.48557,13.6305,0.475887,0.330758,0.655499,0.567947,0.649624,0.363388,0.502229,0.547491,4,1,4,14.7831,-24.8472,2
53,61741a232788418ec824c0ff,Anatole Litvak,Crime & Drama,4.0,Edward G. Robinson & Claire Trevor & Humphrey Bogart & Allen Jenkins & Donald Crisp,John Wexley & John Huston & Barré Lyndon,The Amazing Dr. Clitterhouse,nn,nn,1938,37,tt0029864,-32.7232,-37.8364,0.857559,0.153745,0.689406,0.729512,0.0674558,0.107514,0.110669,0.810297,4,1,1,-45.0238,-19.5416,4
54,61741a292788418ec824c101,Michael Curtiz,Crime & Drama & Film-Noir & Thriller,4.0,James Cagney & Pat O'Brien & Humphrey Bogart & Ann Sheridan & George Bancroft,John Wexley & Warren Duff & Rowland Brown,Angels with Dirty Faces,nn,nn,1938,147,tt0029870,10.6719,21.1585,0.676724,0.45774,0.723483,0.432868,0.58285,0.218022,0.372904,0.820432,4,1,3,11.9115,-33.5917,5
55,61741a422788418ec824c10b,Jean Renoir,Crime & Drama,4.0,Jean Gabin & Simone Simon & Fernand Ledoux & Blanchette Brunoy & Gérard Landry,Émile Zola & Jean Renoir & Jean Renoir,La Bête Humaine,nn,nn,1938,47,tt0029957,-31.0508,-56.067,0.536097,0.0512915,0.342442,0.435358,0.212979,0.566387,0.368243,0.13499,4,1,6,-7.97177,21.7224,6
56,61741a632788418ec824c117,Tim Whelan,Comedy & Drama & Romance,4.0,Merle Oberon & Laurence Olivier & Binnie Barnes & Ralph Richardson & Morton Selten,Lajos Biró & Ian Dalrymple & Arthur Wimperis,The Divorce of Lady X,nn,nn,1938,33,tt0030063,2.50862,13.369,0.473063,0.148852,0.752422,0.411268,0.342623,0.406482,0.727002,0.890661,4,1,3,-3.44575,-33.1412,5
57,61741a922788418ec824c129,Norman Z. McLeod,Comedy & Romance,4.0,Constance Bennett & Brian Aherne & Alan Mowbray & Billie Burke & Patsy Kelly,Eddie Moran & Jack Jevne & E.J. Rath,Merrily We Live,nn,nn,1938,53,tt0030442,21.9087,8.57709,0.335818,0.289716,0.535145,0.269157,0.617676,0.764615,0.432459,0.451879,4,1,4,35.5271,-29.2715,2
58,61741aa22788418ec824c12f,Marcel Carné,Crime & Drama & Romance & Thriller,4.0,Jean Gabin & Michel Simon & Michèle Morgan & Pierre Brasseur & Édouard Delmont,Pierre Dumarchais & Jacques Prévert,Port of Shadows,nn,nn,1938,53,tt0030643,-2.79631,-24.4756,0.38246,0.197737,0.363902,0.431085,0.540551,0.813872,0.367913,0.318626,4,1,5,38.7427,-25.8347,7
59,61741ad42788418ec824c141,Alfred L. Werker,Crime & Mystery & Thriller,4.0,Basil Rathbone & Nigel Bruce & Ida Lupino & Alan Marshal & Terry Kilburn,Edwin Blum & William Absalom Drake & William Gillette,The Adventures of Sherlock Holmes,nn,nn,1939,67,tt0031022,4.83017,19.0219,0.695522,0.464577,0.453639,0.669932,0.251451,0.348294,0.621533,0.855699,4,1,3,-9.08347,-40.9182,5
60,61741aef2788418ec824c14b,William A. Wellman,Action & Adventure & Drama & War,4.0,Gary Cooper & Ray Milland & Robert Preston & Brian Donlevy & Susan Hayward,Robert Carson & Percival Christopher Wren,Beau Geste,nn,nn,1939,55,tt0031088,8.48053,13.6846,0.498729,0.286115,0.547622,0.429804,0.397746,0.36827,0.418218,0.546317,4,1,4,11.0063,-30.3482,2
61,61741b3a2788418ec824c165,Thorold Dickinson,Mystery & Thriller,4.0,Anton Walbrook & Diana Wynyard & Frank Pettingell & Cathleen Cordell & Robert Newton,Patrick Hamilton & A.R. Rawlinson & Bridget Boland,Gaslight,nn,nn,1940,74,tt0031359,-31.8325,-17.522,0.584629,0.172981,0.504454,0.624326,0.136395,0.575351,0.487863,0.421302,4,1,5,-10.857,6.47718,7
62,61741b4f2788418ec824c16d,Allan Dwan,Comedy & Horror,3.0,The Ritz Brothers & Jimmy Ritz & Harry Ritz & Al Ritz & Anita Louise,Ralph Spence & Rian James & Sid Silvers,The Gorilla,nn,nn,1939,56,tt0031387,-26.5725,-8.60139,0.474375,0.359715,0.473996,0.553864,0.146152,0.397699,0.69702,0.278805,4,1,5,32.8011,10.428,7
63,61741b672788418ec824c175,William Dieterle,Drama & Romance,4.0,Charles Laughton & Cedric Hardwicke & Thomas Mitchell & Maureen O'Hara & Edmond O'Brien,Sonya Levien & Bruno Frank & Victor Hugo,The Hunchback of Notre Dame,nn,nn,1939,93,tt0031455,23.9737,21.6126,0.677397,0.16351,0.658149,0.33994,0.817122,0.519251,0.227892,0.870232,4,1,3,19.8203,-36.6229,5
64,61741b822788418ec824c17f,Alfred Hitchcock,Adventure & Crime,4.0,Charles Laughton & Horace Hodges & Hay Petrie & Frederick Piper & Herbert Lomas,Sidney Gilliat & Joan Harrison & Sidney Gilliat,Jamaica Inn,nn,nn,1939,110,tt0031505,-36.5935,-0.734881,0.645255,0.447985,0.504029,0.653066,0.145016,0.405453,0.474056,0.513107,4,1,4,3.62839,-13.1959,2
